id	date_reviews	rating	course_id	reviews	reviews_transl	reviewers	lang
7945	Mar 09, 2020	5	machine-learning-with-python	This introductory course is really very good to understand the basics as well as methods to perform activity. Would recommend highly to anyone wish to learn ML in Python. The explanation, bit of maths and code were flawless and explained well in video as well as in code (most of code is explained in sample notepad).	This introductory course is really very good to understand the basics as well as methods to perform activity. Would recommend highly to anyone wish to learn ML in Python. The explanation, bit of maths and code were flawless and explained well in video as well as in code (most of code is explained in sample notepad).	By Abhijit S	en
7946	Nov 01, 2019	5	machine-learning-with-python	The information in this course is laid out in a easily digestible format that makes it possible to fully own the knowledge that you gain and put it to the test.  I appreciate that the videos are straight to the point and that the jupyter notebooks illustrate varying techniques for cleaning data.  Tremendous value.	The information in this course is laid out in a easily digestible format that makes it possible to fully own the knowledge that you gain and put it to the test.  I appreciate that the videos are straight to the point and that the jupyter notebooks illustrate varying techniques for cleaning data.  Tremendous value.	By Daniel K	en
7947	Jul 25, 2019	5	machine-learning-with-python	"Having worked my way through the IBM Data Science courses, this one was the ""pay off"" - it was so cool to finally apply more sophisticated techniques to real world data sets. The labs were fantastic. Highly recommend this course to anyone interested in learning about the most popular machine learning algorithms."	"Having worked my way through the IBM Data Science courses, this one was the ""pay off"" - it was so cool to finally apply more sophisticated techniques to real world data sets. The labs were fantastic. Highly recommend this course to anyone interested in learning about the most popular machine learning algorithms."	By Amy P	en
7948	May 18, 2019	5	machine-learning-with-python	Complex concepts of machine learning algorithms are explained clearly with an illustration. Learner definitely have confidence in Machine learning after this course completion. A practical assignment work is really helped the learner to do the implementation of classifier model of their own and gain confidence.	Complex concepts of machine learning algorithms are explained clearly with an illustration. Learner definitely have confidence in Machine learning after this course completion. A practical assignment work is really helped the learner to do the implementation of classifier model of their own and gain confidence.	By V M R	en
7949	Jan 15, 2020	5	machine-learning-with-python	This course has been awesome. I have been doing ML Work for my college for quite some time, but never understood what goes in it, and kind of surfed through the net and just did the work. But this course has given me in depth knowledge of the logic that goes behind these algorithms and for that I am very glad.	This course has been awesome. I have been doing ML Work for my college for quite some time, but never understood what goes in it, and kind of surfed through the net and just did the work. But this course has given me in depth knowledge of the logic that goes behind these algorithms and for that I am very glad.	By Shakshi N	en
7950	May 21, 2019	5	machine-learning-with-python	This course offers a simple and effective experience. I learnt how to find the most accurate algorithms in the scenarios. Most importantly, the Jupyter notebooks provided are although optional, but you should study them thoroughly. They might seem difficult on an overview, but are very easy to understand.	This course offers a simple and effective experience. I learnt how to find the most accurate algorithms in the scenarios. Most importantly, the Jupyter notebooks provided are although optional, but you should study them thoroughly. They might seem difficult on an overview, but are very easy to understand.	By Mayank P	en
7951	Jul 13, 2019	5	machine-learning-with-python	Great course. It could be even better if programming assignment were provided in each week but still, final assignment was of great quality and I found it really engaging. The program introduces you to scikit learn which is again a wonderful advantage of taking this program. I am giving this course 5/5.	Great course. It could be even better if programming assignment were provided in each week but still, final assignment was of great quality and I found it really engaging. The program introduces you to scikit learn which is again a wonderful advantage of taking this program. I am giving this course 5/5.	By Surendrabikram T	en
7952	Aug 26, 2020	5	machine-learning-with-python	A very good course for beginners. It's quite practical and helpful. If it can go to more details of the machine learning modeling algorithms, it would be better. I get an overall picture of simple machine learning tasks but cannot handle real work task yet. The real world is much more complicated.	A very good course for beginners. It's quite practical and helpful. If it can go to more details of the machine learning modeling algorithms, it would be better. I get an overall picture of simple machine learning tasks but cannot handle real work task yet. The real world is much more complicated.	By Li G	en
7953	Aug 19, 2020	5	machine-learning-with-python	The course was quite challenging. I especially appreciate how the labs required significant modification and deep understanding of the underlying motivation for the code in order to complete the final project for the course. Thanks to the lab authors and instructors for some high-quality demos!	The course was quite challenging. I especially appreciate how the labs required significant modification and deep understanding of the underlying motivation for the code in order to complete the final project for the course. Thanks to the lab authors and instructors for some high-quality demos!	By Christopher A B	en
7954	Jan 08, 2020	5	machine-learning-with-python	The course was thorough and a great introduction to machine learning.  The capstone project was challenging and required me to have a good working knowledge of the various models.  This has been the most intensive course, so far (course 8 of 9), in the IBM Data Science Professional Certificate.	The course was thorough and a great introduction to machine learning.  The capstone project was challenging and required me to have a good working knowledge of the various models.  This has been the most intensive course, so far (course 8 of 9), in the IBM Data Science Professional Certificate.	By Luis M	en
7955	Jul 20, 2019	5	machine-learning-with-python	The course is really good for machine learning beginners. I would recommend everyone to take this course as it gives you all the basic knowledge and working of ML. It is fun to do with the Jupyter notebook tool which gives a great actual experience. Thanks a lot. This course helped me a lot.	The course is really good for machine learning beginners. I would recommend everyone to take this course as it gives you all the basic knowledge and working of ML. It is fun to do with the Jupyter notebook tool which gives a great actual experience. Thanks a lot. This course helped me a lot.	By Priyansh S	en
7956	May 07, 2020	5	machine-learning-with-python	It is indeed a very thorough course, yet easy to understand. The animations and visual graphics made it an engaging and pleasurable experience. Learning classification, clustering and regression was made easy in such a way, that I could do it all over again without hesitation. Keep it up!	It is indeed a very thorough course, yet easy to understand. The animations and visual graphics made it an engaging and pleasurable experience. Learning classification, clustering and regression was made easy in such a way, that I could do it all over again without hesitation. Keep it up!	By Srikanth G	en
7957	Jun 17, 2019	5	machine-learning-with-python	I think it would be beneficial to talk about neural networks somewhere after the gradient of steepest descent section.  I did appreciate the course talked about many other ML algorithms that are not typically covered by other programs - and the lab notebooks are extremely valuable.	I think it would be beneficial to talk about neural networks somewhere after the gradient of steepest descent section.  I did appreciate the course talked about many other ML algorithms that are not typically covered by other programs - and the lab notebooks are extremely valuable.	By Jeffrey P	en
7958	Apr 17, 2020	5	machine-learning-with-python	If more knowledge on 1) how to find the optimal depth value for decision trees and variables for other models; 2) explanations on parameters used, will be elaborated in hands-on lab notebooks, it would be better. Those are important to new beginners with zero idea on ml models.	If more knowledge on 1) how to find the optimal depth value for decision trees and variables for other models; 2) explanations on parameters used, will be elaborated in hands-on lab notebooks, it would be better. Those are important to new beginners with zero idea on ml models.	By XFAN	en
7959	Oct 03, 2018	5	machine-learning-with-python	It is one of the best introduction course to Machine Learning.The material is well explained to someone with a beginner level of understanding to Statistics and Machine Learning.All the material is presented in a way that is easy to understand, without leaving out the details.	It is one of the best introduction course to Machine Learning.The material is well explained to someone with a beginner level of understanding to Statistics and Machine Learning.All the material is presented in a way that is easy to understand, without leaving out the details.	By Yi Y	en
7960	Mar 19, 2020	5	machine-learning-with-python	This course is a good chance to start python programming and reviewing ML concepts with deeper insights. I would suggest it for those who are familiar with ML and its algorithms. For those ones who want to start learning ML, it is better to take ML courses with Basic level.	This course is a good chance to start python programming and reviewing ML concepts with deeper insights. I would suggest it for those who are familiar with ML and its algorithms. For those ones who want to start learning ML, it is better to take ML courses with Basic level.	By Shiva S	en
7961	Nov 27, 2019	5	machine-learning-with-python	Great course, cover many important aspects of classical machine learning algorithms. The lectures are very focused and not tedious. Labs are excellent, and can serve as a starting point for every data science project in the future. I definitely recommend taking the course.           	Great course, cover many important aspects of classical machine learning algorithms. The lectures are very focused and not tedious. Labs are excellent, and can serve as a starting point for every data science project in the future. I definitely recommend taking the course.	By Omri	en
7962	May 03, 2020	5	machine-learning-with-python	This is one of the finest courses for anyone who wishes to transform his/her career into Machine Learning. It has optional external tool assignments after each chapter to help you understand and try out code and the concept. I would highly recommend this course to anyone. 	This is one of the finest courses for anyone who wishes to transform his/her career into Machine Learning. It has optional external tool assignments after each chapter to help you understand and try out code and the concept. I would highly recommend this course to anyone.	By Pankaj Z	en
7963	Apr 16, 2020	5	machine-learning-with-python	If you put your heart to it, there is really a lot to learn in the course. The course touches quite some ML topics and gives a good introduction to it. I feel I got a whole new set of tools to use, and i am hungry to learn and experiment more.Really enjoyed the course!	If you put your heart to it, there is really a lot to learn in the course. The course touches quite some ML topics and gives a good introduction to it. I feel I got a whole new set of tools to use, and i am hungry to learn and experiment more.Really enjoyed the course!	By Dominique D	en
7964	Apr 02, 2020	5	machine-learning-with-python	The videos and labs were remarkable in that it was able to concisely communicated vast and complex information.I did have to do additional research to fully understand and appreciate the material because I am not coming from a programming or statistical background.	The videos and labs were remarkable in that it was able to concisely communicated vast and complex information.I did have to do additional research to fully understand and appreciate the material because I am not coming from a programming or statistical background.	By Benedict A	en
7965	Oct 28, 2018	5	machine-learning-with-python	Great course. Knowledge wise, just like Prof. Ng's, minus the mathematics foundation.Practical wise, carefully designed labs really help learners understand the data cleaning processes, understanding data through visualization, ML algorithms and evaluation metrics.	Great course. Knowledge wise, just like Prof. Ng's, minus the mathematics foundation.Practical wise, carefully designed labs really help learners understand the data cleaning processes, understanding data through visualization, ML algorithms and evaluation metrics.	By Toan L T	en
7966	Mar 28, 2020	5	machine-learning-with-python	It's a very precise and practical course. It focuses on the main ideas and application aspects of M.L., without drilling too deep into the math rationale behind.To get the most from this course, it's good to equip yourself with basic knowledge in numpy and pandas.	It's a very precise and practical course. It focuses on the main ideas and application aspects of M.L., without drilling too deep into the math rationale behind.To get the most from this course, it's good to equip yourself with basic knowledge in numpy and pandas.	By Roger T	en
7967	Sep 14, 2019	5	machine-learning-with-python	Can include more details. Every time I was more interested in a certain topic it mentioned it was out of the scope of this which was disappointing. I absolutely loved the teaching and would like to hear more to his lectures and sessions! Amazing course. Thank you!	Can include more details. Every time I was more interested in a certain topic it mentioned it was out of the scope of this which was disappointing. I absolutely loved the teaching and would like to hear more to his lectures and sessions! Amazing course. Thank you!	By Ashish S	en
7968	Feb 05, 2020	5	machine-learning-with-python	The lessons are very simple to understand with both logic intuition and mathematical explanations. It is really the best course and beginner friendly. I strongly recommend this course for anyone willing to start a career in Artificial Intelligence technologies. 	The lessons are very simple to understand with both logic intuition and mathematical explanations. It is really the best course and beginner friendly. I strongly recommend this course for anyone willing to start a career in Artificial Intelligence technologies.	By Patrick B	en
7969	Sep 17, 2019	5	machine-learning-with-python	Muy buen curso, se da información bastante relevante acerca de los algoritmos de Maching Learning. Debe tenerse en cuenta que después de este curso será necesario profundizar más en los diferentes algoritmos, pero en mi opinión esto se dará con mayor facilidad.	Very good course, quite relevant information is given about Maching Learning algorithms. It should be taken into account that after this course it will be necessary to delve deeper into the different algorithms, but in my opinion this will be easier.	By Victor A M B	es
7970	May 12, 2020	5	machine-learning-with-python	Excellent Course.Really enjoyed it.Covers details of lots of machine learning techniques and their implementation also.A nice way to start Machine learning.Instructors are fantastic.Even those who already know machine learning can learn a lot from this course.	Excellent Course.Really enjoyed it.Covers details of lots of machine learning techniques and their implementation also.A nice way to start Machine learning.Instructors are fantastic.Even those who already know machine learning can learn a lot from this course.	By Ravi P B	en
7971	Sep 19, 2019	5	machine-learning-with-python	The course is not easy, but it is a lot of work with dedication and commitment to the management of platforms, if the concepts are very understandable and the laboratories are very didactic, thank you very much for sharing the information and thanks again ...	The course is not easy, but it is a lot of work with dedication and commitment to the management of platforms, if the concepts are very understandable and the laboratories are very didactic, thank you very much for sharing the information and thanks again ...	By henry c	en
7972	Feb 25, 2019	5	machine-learning-with-python	Excellent course on machine learning principles and various algorithms. It's a great start if you want to jump into the practical side of implementing ML using Python libraries, without getting too deep into the theory behind the most popular algorithms.	Excellent course on machine learning principles and various algorithms. It's a great start if you want to jump into the practical side of implementing ML using Python libraries, without getting too deep into the theory behind the most popular algorithms.	By Moez B	en
7973	Jul 17, 2019	5	machine-learning-with-python	It was a very good course having atmost knowledge about the machine learning with the help of python libraries. I recommend this course to the freshers in machine learning field having good knowledge of python libraries like numpy, pandas and matplot.	It was a very good course having atmost knowledge about the machine learning with the help of python libraries. I recommend this course to the freshers in machine learning field having good knowledge of python libraries like numpy, pandas and matplot.	By yatish s	en
7974	May 21, 2020	5	machine-learning-with-python	Loved the course, got familiar with some the basic Machine Learning Algorithms. This course helped me in understanding how the problems are solved using Machine Learning. This course also helped me in understanding that how much the data is valuable. 	Loved the course, got familiar with some the basic Machine Learning Algorithms. This course helped me in understanding how the problems are solved using Machine Learning. This course also helped me in understanding that how much the data is valuable.	By Sumit K	en
7975	Oct 21, 2019	5	machine-learning-with-python	Very cool machine learning with Python. Really enjoy and like the machine learning techniques using python, program and plotting. Appreciated in IBM's instructor's kind instruction and guide. Have learned a lot from it and discussion with classmates.	Very cool machine learning with Python. Really enjoy and like the machine learning techniques using python, program and plotting. Appreciated in IBM's instructor's kind instruction and guide. Have learned a lot from it and discussion with classmates.	By Hong M	en
7976	May 17, 2020	5	machine-learning-with-python	O curso é muito bom, os vídeos são conceituais então não espere ver nenhuma linha de código Python nas aulas, para isso você terá que fazer os laboratórios, e esses sim são bem detalhadas e mostram toda a construção do algorítimo. Curso recomendado!	The course is very good, the videos are conceptual so don't expect to see any lines of Python code in the classes, for that you'll have to do the labs, and these are very detailed and show the entire construction of the algorithm. Recommended course!	By Aécio A T L	pt
7977	Apr 15, 2019	5	machine-learning-with-python	It gives a right sense of direction and orientation for any beginner aspiring to understand Machine learning. The final project, though simple, yet makes one understand the basic tenets of several ML algorithms. I really enjoyed doing this course !!	It gives a right sense of direction and orientation for any beginner aspiring to understand Machine learning. The final project, though simple, yet makes one understand the basic tenets of several ML algorithms. I really enjoyed doing this course !!	By RAVI S N R	en
7978	Mar 17, 2020	5	machine-learning-with-python	I was always thinking ML is a very difficult course to pick up on the random, and would require so much than I just discovered. This course opened my eyes to the ML world, and now, I can make better decisions using the skills I have just acquired.	I was always thinking ML is a very difficult course to pick up on the random, and would require so much than I just discovered. This course opened my eyes to the ML world, and now, I can make better decisions using the skills I have just acquired.	By Prosper O P	en
7979	Jun 01, 2020	5	machine-learning-with-python	Machine learning is not easy subject, but this intermediate level course covers enough for the its target.The strong part is belong to lab work and final assignment. They are real work with repetition helps to remember the theory and get skills. 	Machine learning is not easy subject, but this intermediate level course covers enough for the its target.The strong part is belong to lab work and final assignment. They are real work with repetition helps to remember the theory and get skills.	By kim n	en
7980	May 21, 2020	5	machine-learning-with-python	Great Course! Before taking this course, the idea of Machine Learning was very unclear. After successfully completing this course, I know it all. I highly recommend this course for anyone looking to understand Machine Learning along with Python.	Great Course! Before taking this course, the idea of Machine Learning was very unclear. After successfully completing this course, I know it all. I highly recommend this course for anyone looking to understand Machine Learning along with Python.	By Dhananjayan P N	en
7981	Feb 07, 2019	5	machine-learning-with-python	I really enjoyed the course and was happy to find that the information provided was broken down enough to make it simple to understand the concepts. The labs were helpful and the final project was a nice gauge of what I needed to improve on.	I really enjoyed the course and was happy to find that the information provided was broken down enough to make it simple to understand the concepts. The labs were helpful and the final project was a nice gauge of what I needed to improve on.	By Magnus B	en
7982	Sep 03, 2020	5	machine-learning-with-python	The project which were given to us gave us an insight as to what actually happens with the models you use, however I also prefer to go through machine learning more if you want to gain more knowledge as to how we can use operation properly	The project which were given to us gave us an insight as to what actually happens with the models you use, however I also prefer to go through machine learning more if you want to gain more knowledge as to how we can use operation properly	By ARPIT K	en
7983	Apr 11, 2020	5	machine-learning-with-python	The course is good for someone who has some knowledge of machine learning. Teaches you many new things. Overall i good learning experience. I would suggest this course to the ones, who wants their career in data analyst or data scientist.	The course is good for someone who has some knowledge of machine learning. Teaches you many new things. Overall i good learning experience. I would suggest this course to the ones, who wants their career in data analyst or data scientist.	By AVIJIT B	en
7984	Jul 01, 2020	5	machine-learning-with-python	Awesome course fantastically set out. I feel like it covered a huge range of topics from some nice introductory stuff up to really great advanced techniques. It's given me a lot to think about and work on in the future! Thanks very much.	Awesome course fantastically set out. I feel like it covered a huge range of topics from some nice introductory stuff up to really great advanced techniques. It's given me a lot to think about and work on in the future! Thanks very much.	By Niamh K	en
7985	May 04, 2020	5	machine-learning-with-python	This is one of the best machine learning courses i have taken with good practicals and nice examples. Moreover the instructor was good and has a funny way of talking which i enjoyed.  Overall a full score worthy course. Keep it up IBM!!	This is one of the best machine learning courses i have taken with good practicals and nice examples. Moreover the instructor was good and has a funny way of talking which i enjoyed.  Overall a full score worthy course. Keep it up IBM!!	By KIRAN V T	en
7986	Jun 06, 2020	5	machine-learning-with-python	This course is exceptional in IBM Data Science Professional Certificate Program. It provides newcomers with the ready-to-use tools in machine learning. I especially liked the part on recommendation systems and wish it had more content!	This course is exceptional in IBM Data Science Professional Certificate Program. It provides newcomers with the ready-to-use tools in machine learning. I especially liked the part on recommendation systems and wish it had more content!	By Oksana Z	en
7987	Dec 15, 2019	5	machine-learning-with-python	The course was awesome, I got a good understanding of the ML algorithms. If the explanation would have been along with the python code, then it would have been better for understanding.But still, I must say the course was just awesome. 	The course was awesome, I got a good understanding of the ML algorithms. If the explanation would have been along with the python code, then it would have been better for understanding.But still, I must say the course was just awesome.	By Abhijit H J	en
7988	Jul 06, 2019	5	machine-learning-with-python	I enjoy the lectures. The professor has a good speaking and teaching style which keeps me interested. Lots of concrete math examples which make it easier to understand. Very good slides which are well formulated and easy to understand	I enjoy the lectures. The professor has a good speaking and teaching style which keeps me interested. Lots of concrete math examples which make it easier to understand. Very good slides which are well formulated and easy to understand	By Jafed E G	en
7989	Aug 12, 2020	5	machine-learning-with-python	Loved the video and loved the exercises. My only criticism would be greater opportunities to practise the coding in the labs rather than just actioning the code already given - I guess that might be more specialist though. Thank you.	Loved the video and loved the exercises. My only criticism would be greater opportunities to practise the coding in the labs rather than just actioning the code already given - I guess that might be more specialist though. Thank you.	By Edward J	en
7990	Jun 16, 2020	5	machine-learning-with-python	  Gone through so many courses but didn't find like this before. This course is too good. As an intermediate, I can say that this course described very complex topics in such a easy way making it very much understandable for beginners.  	Gone through so many courses but didn't find like this before. This course is too good. As an intermediate, I can say that this course described very complex topics in such a easy way making it very much understandable for beginners.	By Rupam H	en
7991	Apr 26, 2020	5	machine-learning-with-python	For absolute beginners, this course is really amazing. If anyone don't know anything or any algorithms of machine learning. Then this course is for them. So, i would like to say for beginners this course is really amazing. Thank you!	For absolute beginners, this course is really amazing. If anyone don't know anything or any algorithms of machine learning. Then this course is for them. So, i would like to say for beginners this course is really amazing. Thank you!	By Chandan K S	en
7992	Feb 18, 2020	5	machine-learning-with-python	The course was helpful and the final assignment was very good. You have to go through all of the concepts again. But it would be great if assignments would be different for everyone, then validating part would be interesting as well.	The course was helpful and the final assignment was very good. You have to go through all of the concepts again. But it would be great if assignments would be different for everyone, then validating part would be interesting as well.	By YASH G	en
7993	Sep 23, 2020	5	machine-learning-with-python	Very well structured and interesting course! Would be nice if you could include a small introductory section about Python code basics, in order for the code, that would be later used during the course, to be much easier understood.	Very well structured and interesting course! Would be nice if you could include a small introductory section about Python code basics, in order for the code, that would be later used during the course, to be much easier understood.	By Petros L	en
7994	Nov 13, 2019	5	machine-learning-with-python	Awesome machine learning course. Unlike most of other courses which come with technical mathematic jargon, this course explain everything in laymen term. Even myself without in depth knowledge in maths can understand it. Well done.	Awesome machine learning course. Unlike most of other courses which come with technical mathematic jargon, this course explain everything in laymen term. Even myself without in depth knowledge in maths can understand it. Well done.	By ONG K S	en
7995	Jul 14, 2020	5	machine-learning-with-python	Overall good introduction to machine learning, it would be nice for the final assignment to create some kind of test to see if everybody understands the concepts. Now the course is passable with copying code of the previous weeks.	Overall good introduction to machine learning, it would be nice for the final assignment to create some kind of test to see if everybody understands the concepts. Now the course is passable with copying code of the previous weeks.	By Robert v d V	en
7996	Feb 27, 2020	5	machine-learning-with-python	The course provides an excellent overview of some essential algorithms in the field of Machine Learning. The instructor has the ability to explain the core idea of each algorithm in an intuitive way. I liked the course so much :)	The course provides an excellent overview of some essential algorithms in the field of Machine Learning. The instructor has the ability to explain the core idea of each algorithm in an intuitive way. I liked the course so much :)	By Omid C	en
7997	Apr 08, 2020	5	machine-learning-with-python	This course is awesome in one word. This course is great for learning the classification algorithms in such an ease with all the power these algorithms possess. I loved the way instructor SAEED AGHABOZORGI instructed the course.	This course is awesome in one word. This course is great for learning the classification algorithms in such an ease with all the power these algorithms possess. I loved the way instructor SAEED AGHABOZORGI instructed the course.	By Nazmus S S	en
7998	Feb 02, 2020	5	machine-learning-with-python	This is a very informative course. The content is amazingly put together. Not only is this course rich in concepts of Machine Learning, but it is also robust in the implementation of ML with Python. This course is a must-read!	This is a very informative course. The content is amazingly put together. Not only is this course rich in concepts of Machine Learning, but it is also robust in the implementation of ML with Python. This course is a must-read!	By Ashish B	en
7999	Aug 05, 2019	5	machine-learning-with-python	Thank you very much. It was not easy, but very interesting to learn, to create and to code.This course, especially its practice part got me deeper understanding what else I should to learn and read about.Thank you! Good luck!	Thank you very much. It was not easy, but very interesting to learn, to create and to code.This course, especially its practice part got me deeper understanding what else I should to learn and read about.Thank you! Good luck!	By Lipin A	en
8000	May 23, 2020	5	machine-learning-with-python	Teaching was good but since the title refers ML with python expected more deep dive with some ML associated libraries in python and implementation. The course was more over Theoratical but good for the beginners.Thanks alot	Teaching was good but since the title refers ML with python expected more deep dive with some ML associated libraries in python and implementation. The course was more over Theoratical but good for the beginners.Thanks alot	By Anirban M	en
8001	Feb 10, 2020	5	machine-learning-with-python	I enjoy this course - the content, the pace and the Notebook exercizes. It didn't bog me down and gave me a great insight into what Supervised and Unsupervised ML entails. I have lots to learn and practice ahead. Thank you.	I enjoy this course - the content, the pace and the Notebook exercizes. It didn't bog me down and gave me a great insight into what Supervised and Unsupervised ML entails. I have lots to learn and practice ahead. Thank you.	By Joe A	en
8002	Apr 07, 2020	5	machine-learning-with-python	this is an intermediate level but it blends in well with beginner's basics, allowing even people with less experience or perhaps only theory  to jump in right away. Also makes foundation for advanced level. i recommend it.	this is an intermediate level but it blends in well with beginner's basics, allowing even people with less experience or perhaps only theory  to jump in right away. Also makes foundation for advanced level. i recommend it.	By Arnold K	en
8003	Mar 22, 2019	5	machine-learning-with-python	Amazing course. I learnt a variety of machine learning model here. Complete the course, I feel confident in understanding and applying them. It is also the foundation for me in further learning of machine learning. Thanks!	Amazing course. I learnt a variety of machine learning model here. Complete the course, I feel confident in understanding and applying them. It is also the foundation for me in further learning of machine learning. Thanks!	By Nhan T N	en
8004	Nov 02, 2019	5	machine-learning-with-python	The course content provides a great insight into how we can create different types of models using Machine Learning algorithms. This is the best place to start if you want to really pursue a career towards Data Science.	The course content provides a great insight into how we can create different types of models using Machine Learning algorithms. This is the best place to start if you want to really pursue a career towards Data Science.	By Venkata S M I	en
8005	Apr 15, 2020	5	machine-learning-with-python	The  course is really good and comprehensive. You need to have some prerequisites of data visualization but the best aspect of the course is the instructor who teaches everything very smoothly and clears all your doubt	The  course is really good and comprehensive. You need to have some prerequisites of data visualization but the best aspect of the course is the instructor who teaches everything very smoothly and clears all your doubt	By Prakher N	en
8006	Aug 06, 2020	5	machine-learning-with-python	Thanks a lot to the Course Mentors...Highly Informative and explained in a detail.I wish there should be little more elaboration needed as this is completely new for Industry.More Practical Assignments should be given	Thanks a lot to the Course Mentors...Highly Informative and explained in a detail.I wish there should be little more elaboration needed as this is completely new for Industry.More Practical Assignments should be given	By FOSS - F & O S S C	en
8007	May 06, 2020	5	machine-learning-with-python	Crisp and clear course. Professors, up to the point and very clear explanation. The provided notebooks were super helpful for the final assignment submission. Everything was just awesome and organized well in detail. 	Crisp and clear course. Professors, up to the point and very clear explanation. The provided notebooks were super helpful for the final assignment submission. Everything was just awesome and organized well in detail.	By Nabham G	en
8008	Mar 11, 2020	5	machine-learning-with-python	A wonderful course for beginners. Linear Regression, Classification (K-NN, DT, SVM, logistic regression) and Clustering algorithms (K-means, Hierarchical, DBSCAN) with its respective Python codings clearly explained. 	A wonderful course for beginners. Linear Regression, Classification (K-NN, DT, SVM, logistic regression) and Clustering algorithms (K-means, Hierarchical, DBSCAN) with its respective Python codings clearly explained.	By Amitayu B	en
8009	Mar 29, 2020	5	machine-learning-with-python	I was working in an organization on a project related to predictive modelling using python. This course has helped me a lot to increase my knowledge and assisted me in completion of the project in a very smooth way. 	I was working in an organization on a project related to predictive modelling using python. This course has helped me a lot to increase my knowledge and assisted me in completion of the project in a very smooth way.	By Apurva N	en
8010	Apr 23, 2019	5	machine-learning-with-python	great course! my mainly consern today is about my time. There are lots of courses out there and its dificult to choose one to invest your time on. This one is, in my view, is perfect: Teaches a lot in a concise way. 	great course! my mainly consern today is about my time. There are lots of courses out there and its dificult to choose one to invest your time on. This one is, in my view, is perfect: Teaches a lot in a concise way.	By Tiago B L	en
8011	Jul 02, 2019	5	machine-learning-with-python	From Nowhere to somewhere. Definitely worth, I was afraid of Python, but with the professor's teaching, and little bit of youtube studies, I am some how confident that I can handle data in python. A big thumbs up!	From Nowhere to somewhere. Definitely worth, I was afraid of Python, but with the professor's teaching, and little bit of youtube studies, I am some how confident that I can handle data in python. A big thumbs up!	By Ritesh T	en
8012	Jul 03, 2019	5	machine-learning-with-python	It is a very great course to start. Theory lectures are very easy to understand and the practical labs provided gives you the insights of it and really boosts the confidence. Very comfortable to watch and learn.	It is a very great course to start. Theory lectures are very easy to understand and the practical labs provided gives you the insights of it and really boosts the confidence. Very comfortable to watch and learn.	By siddhesh	en
8013	Jun 04, 2019	5	machine-learning-with-python	its the perfect course to start the journey of worlds most demanding technology. well structured and organised with good knowledge and it will definitely increase knowledge about ML, no matter how much you know.	its the perfect course to start the journey of worlds most demanding technology. well structured and organised with good knowledge and it will definitely increase knowledge about ML, no matter how much you know.	By Saurabh D	en
8014	Sep 03, 2020	5	machine-learning-with-python	One of the best course, i have taken till now, Including lots of important content related to machine learning, I would recommend this course to a beginner in machine learning. I learned a lot from this course.	One of the best course, i have taken till now, Including lots of important content related to machine learning, I would recommend this course to a beginner in machine learning. I learned a lot from this course.	By Aditya V	en
8015	Apr 07, 2020	5	machine-learning-with-python	I've learn about different machine learning techniques like regression, classification, clustering and recommendation system. I've suggest this course to everyone who will build their career into Data Science.	I've learn about different machine learning techniques like regression, classification, clustering and recommendation system. I've suggest this course to everyone who will build their career into Data Science.	By Bhavesh G	en
8016	May 30, 2019	5	machine-learning-with-python	  I really enjoyed this course. It helped to understand different machine learning projects. Also, I became familiar with a lot of libraries in Python which are very useful in coding machine learning algorithms.	I really enjoyed this course. It helped to understand different machine learning projects. Also, I became familiar with a lot of libraries in Python which are very useful in coding machine learning algorithms.	By Afsaneh L	en
8017	May 31, 2020	5	machine-learning-with-python	This is very great course. From this course I can learn fundamental concept of machine learning with Python like building classifiers using k-nn, decision tree, support vector machine and logistic regression. 	This is very great course. From this course I can learn fundamental concept of machine learning with Python like building classifiers using k-nn, decision tree, support vector machine and logistic regression.	By okta f s	en
8018	Jul 06, 2020	5	machine-learning-with-python	Very beautiful course, continuation from IBM Data Science Specialization. Instructors did a great job explaining the basic Machine Learning algorithms. I honestly enjoyed the Capstone week: Best classifier. 	Very beautiful course, continuation from IBM Data Science Specialization. Instructors did a great job explaining the basic Machine Learning algorithms. I honestly enjoyed the Capstone week: Best classifier.	By A A A	en
8019	Nov 05, 2019	5	machine-learning-with-python	This course was very useful to get clear about basics of machine learning. Thank you for making such informative and easy to understand videos. I would like to learn more about machine learning.Thank you!!	This course was very useful to get clear about basics of machine learning. Thank you for making such informative and easy to understand videos. I would like to learn more about machine learning.Thank you!!	By Shubham K	en
8020	May 06, 2020	5	machine-learning-with-python	It is a good course for both beginners and intermediate.But i will suggest you to before starting this course make sure that you are master in python basics,numpy,pandas,skypy,sckit learn,matplotlib etc. 	It is a good course for both beginners and intermediate.But i will suggest you to before starting this course make sure that you are master in python basics,numpy,pandas,skypy,sckit learn,matplotlib etc.	By Ankan K P	en
8021	May 03, 2020	5	machine-learning-with-python	A thorough introduction to Machine Learning for beginners. I loved this course because it explains the Machine Learning concepts very well. This course motivates me to do more study in Machine Learning!	A thorough introduction to Machine Learning for beginners. I loved this course because it explains the Machine Learning concepts very well. This course motivates me to do more study in Machine Learning!	By Ishani S	en
8022	Feb 20, 2020	5	machine-learning-with-python	Challenging and fun course that took everything we learned previously and built on it. As someone coming in with RStudio experience, it still stretched out my ability to code in this different language.	Challenging and fun course that took everything we learned previously and built on it. As someone coming in with RStudio experience, it still stretched out my ability to code in this different language.	By Anthony F	en
